2.7471e-03	1.0160e-03	-1.8068e-03	-7.7773e-02	2.6679e-01	-7.1290e-02	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
3.1133e-03	5.8389e-04	-1.5829e-03	-7.7770e-02	2.1576e-01	-2.9850e-02	3.6616e-04	-4.3214e-04	2.2395e-04	3.1000e-06	-5.1036e-02	4.1440e-02
3.1907e-03	5.8389e-04	-1.3638e-03	-5.7975e-02	2.0623e-01	3.9339e-02	7.7400e-05	0.0000e+00	2.1905e-04	1.9795e-02	-9.5250e-03	6.9189e-02
3.3554e-03	5.8389e-04	-1.1622e-03	-5.1747e-02	2.1578e-01	4.5977e-02	1.6473e-04	0.0000e+00	2.0161e-04	6.2281e-03	9.5520e-03	6.6382e-03
2.8861e-03	5.8389e-04	-1.0176e-03	-6.3697e-02	1.9708e-01	3.0042e-02	-4.6936e-04	0.0000e+00	1.4465e-04	-1.1950e-02	-1.8704e-02	-1.5935e-02
3.0953e-03	5.8389e-04	-1.0176e-03	-5.6234e-02	2.1371e-01	4.6009e-02	2.0926e-04	0.0000e+00	0.0000e+00	7.4627e-03	1.6635e-02	1.5966e-02
3.0857e-03	5.8389e-04	-1.0176e-03	-5.9496e-02	2.1210e-01	6.9955e-02	-9.6700e-06	0.0000e+00	0.0000e+00	-3.2620e-03	-1.6110e-03	2.3946e-02
2.7484e-03	5.8389e-04	-1.0176e-03	-6.5623e-02	1.8191e-01	9.7060e-02	-3.3726e-04	0.0000e+00	0.0000e+00	-6.1267e-03	-3.0194e-02	2.7105e-02
2.5121e-03	4.9298e-04	-4.5223e-04	-5.6678e-02	1.6414e-01	9.1822e-02	-2.3632e-04	-9.0909e-05	5.6533e-04	8.9452e-03	-1.7772e-02	-5.2379e-03
2.8909e-03	5.8389e-04	-7.9084e-04	-6.8591e-02	1.7797e-01	3.8382e-02	3.7883e-04	9.0909e-05	-3.3861e-04	-1.1914e-02	1.3829e-02	-5.3440e-02
7.5244e-03	1.0666e-03	-1.2202e-03	-8.1204e-02	2.4081e-01	-2.1732e-01	4.6335e-03	4.8268e-04	-4.2937e-04	-1.2613e-02	6.2848e-02	-2.5570e-01
6.2553e-03	-2.8364e-04	-1.5309e-03	-9.2345e-02	1.7941e-01	-1.0659e-01	-1.2692e-03	-1.3502e-03	-3.1071e-04	-1.1141e-02	-6.1402e-02	1.1073e-01
5.1087e-03	-3.5099e-04	-1.4960e-03	-7.4496e-02	2.3211e-01	-9.1571e-02	-1.1465e-03	-6.7352e-05	3.4900e-05	1.7849e-02	5.2693e-02	1.5019e-02
1.7489e-03	-9.1096e-04	-1.4924e-03	-8.7855e-02	1.7149e-01	3.7703e-02	-3.3599e-03	-5.5998e-04	3.5700e-06	-1.3359e-02	-6.0616e-02	1.2927e-01
7.8287e-03	6.1586e-04	-1.7206e-03	-8.1223e-02	2.1097e-01	-1.7189e-01	6.0799e-03	1.5268e-03	-2.2815e-04	6.6318e-03	3.9480e-02	-2.0959e-01
3.4340e-03	-4.1984e-05	-1.7206e-03	-7.7096e-02	2.1223e-01	-4.4281e-02	-4.3947e-03	-6.5784e-04	0.0000e+00	4.1267e-03	1.2610e-03	1.2761e-01
2.6327e-03	-8.7982e-04	-1.4622e-03	-6.2265e-02	2.2462e-01	-2.3794e-02	-8.0124e-04	-8.3784e-04	2.5836e-04	1.4831e-02	1.2393e-02	2.0488e-02
2.2614e-03	-1.5684e-03	-1.2875e-03	-6.1947e-02	2.1541e-01	1.2814e-02	-3.7137e-04	-6.8861e-04	1.7477e-04	3.1790e-04	-9.2110e-03	3.6608e-02
2.7744e-03	-1.5684e-03	-1.7206e-03	-4.7662e-02	2.3138e-01	-1.8433e-03	5.1308e-04	0.0000e+00	-4.3313e-04	1.4285e-02	1.5967e-02	-1.4658e-02
1.4422e-03	-2.5216e-03	-1.2870e-03	-4.7628e-02	1.5430e-01	2.5196e-02	-1.3322e-03	-9.5321e-04	4.3362e-04	3.4500e-05	-7.7083e-02	2.7039e-02
1.8075e-03	-2.2231e-03	-1.1731e-03	-3.6393e-02	1.9316e-01	3.5527e-02	3.6529e-04	2.9851e-04	1.1391e-04	1.1235e-02	3.8866e-02	1.0331e-02
1.9287e-03	-2.2815e-03	-1.3809e-03	-4.7630e-02	1.8770e-01	3.4629e-02	1.2117e-04	-5.8350e-05	-2.0780e-04	-1.1237e-02	-5.4620e-03	-8.9800e-04
1.1803e-03	-2.3195e-03	-1.4567e-03	-5.3921e-02	1.7408e-01	5.4459e-02	-7.4836e-04	-3.7980e-05	-7.5850e-05	-6.2907e-03	-1.3624e-02	1.9830e-02
1.7768e-03	-2.0110e-03	-1.0919e-03	-4.7593e-02	1.7917e-01	3.4642e-02	5.9648e-04	3.0851e-04	3.6484e-04	6.3274e-03	5.0970e-03	-1.9817e-02
1.3756e-03	-1.3663e-03	-8.8799e-04	-4.3595e-02	1.8653e-01	1.9562e-02	-4.0122e-04	6.4464e-04	2.0389e-04	3.9981e-03	7.3590e-03	-1.5080e-02
5.2207e-04	-1.8610e-03	-8.3699e-04	-4.3535e-02	1.7192e-01	8.1290e-02	-8.5352e-04	-4.9466e-04	5.1004e-05	5.9800e-05	-1.4614e-02	6.1728e-02
5.9883e-05	-2.1259e-03	-1.2296e-03	-5.3999e-02	1.8194e-01	4.8944e-02	-4.6218e-04	-2.6490e-04	-3.9260e-04	-1.0464e-02	1.0022e-02	-3.2346e-02
-3.5832e-04	-2.1259e-03	-8.5005e-04	-4.7567e-02	1.1759e-01	7.0607e-02	-4.1820e-04	0.0000e+00	3.7954e-04	6.4325e-03	-6.4347e-02	2.1663e-02
1.1792e-03	-1.6616e-03	-2.4275e-04	-2.9490e-02	1.5662e-01	-2.4971e-03	1.5375e-03	4.6429e-04	6.0730e-04	1.8076e-02	3.9029e-02	-7.3104e-02
1.3812e-03	8.4338e-05	-5.4515e-04	-2.9361e-02	1.8263e-01	-1.0503e-01	2.0198e-04	1.7459e-03	-3.0240e-04	1.2880e-04	2.6013e-02	-1.0253e-01
2.3705e-04	-8.7563e-04	-4.5393e-04	-4.2678e-02	1.4463e-01	5.7232e-02	-1.1441e-03	-9.5997e-04	9.1216e-05	-1.3316e-02	-3.8003e-02	1.6226e-01
2.6490e-04	-5.0211e-04	-2.4275e-04	-2.9646e-02	1.6124e-01	5.1414e-02	2.7847e-05	3.7352e-04	2.1118e-04	1.3031e-02	1.6612e-02	-5.8175e-03
-5.1101e-04	-7.5686e-04	-2.4275e-04	-2.9705e-02	1.6114e-01	1.1206e-01	-7.7591e-04	-2.5475e-04	0.0000e+00	-5.8900e-05	-1.0100e-04	6.0649e-02
-8.4128e-04	-1.3517e-03	-2.4275e-04	-3.6431e-02	1.1951e-01	1.3581e-01	-3.3028e-04	-5.9479e-04	0.0000e+00	-6.7259e-03	-4.1631e-02	2.3743e-02
-1.0567e-03	-1.3890e-03	-1.6639e-04	-2.9615e-02	1.2024e-01	1.3943e-01	-2.1545e-04	-3.7320e-05	7.6360e-05	6.8160e-03	7.2400e-04	3.6210e-03
1.0350e-03	-4.7282e-04	-4.7060e-04	-3.5489e-02	1.5483e-01	-1.1371e-01	2.0917e-03	9.1615e-04	-3.0421e-04	-5.8740e-03	3.4597e-02	-2.5314e-01
-6.5562e-04	-5.9263e-04	-5.1471e-04	-2.9854e-02	1.5310e-01	-6.3886e-03	-1.6906e-03	-1.1981e-04	-4.4110e-05	5.6353e-03	-1.7330e-03	1.0732e-01
-1.1185e-03	-9.7313e-04	-3.5582e-04	-1.8174e-02	1.2854e-01	9.4375e-02	-4.6288e-04	-3.8050e-04	1.5889e-04	1.1680e-02	-2.4564e-02	1.0076e-01
-8.8417e-04	-6.6092e-04	-2.1758e-04	-2.9820e-02	1.7578e-01	1.0558e-01	2.3433e-04	3.1222e-04	1.3824e-04	-1.1646e-02	4.7244e-02	1.1206e-02
-1.4522e-03	-9.7313e-04	-5.9473e-04	-5.0662e-02	1.1845e-01	8.7419e-02	-5.6806e-04	-3.1222e-04	-3.7715e-04	-2.0843e-02	-5.7334e-02	-1.8162e-02
-9.6276e-04	-9.7313e-04	-4.8289e-04	-2.9882e-02	1.3718e-01	1.1401e-01	4.8948e-04	0.0000e+00	1.1183e-04	2.0781e-02	1.8738e-02	2.6589e-02
