1.1397e-04	7.7444e-04	6.9514e-04	6.5446e-02	1.6319e-01	1.2079e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
6.3886e-04	6.3859e-04	9.1083e-04	7.5768e-02	1.5512e-01	1.1200e-01	5.2489e-04	-1.3585e-04	2.1569e-04	1.0322e-02	-8.0720e-03	-8.7800e-03
1.1007e-04	7.1200e-04	9.1083e-04	6.2543e-02	1.3980e-01	1.0811e-01	-5.2879e-04	7.3413e-05	-1.0000e-09	-1.3225e-02	-1.5323e-02	-3.8940e-03
-3.8574e-04	8.2439e-04	9.1083e-04	7.7132e-02	1.2037e-01	1.5847e-01	-4.9582e-04	1.1239e-04	1.0000e-09	1.4588e-02	-1.9425e-02	5.0359e-02
-5.0516e-04	7.9166e-04	1.0616e-03	8.5115e-02	1.1546e-01	1.4105e-01	-1.1942e-04	-3.2725e-05	1.5074e-04	7.9835e-03	-4.9150e-03	-1.7419e-02
-1.0521e-03	8.0159e-04	1.3170e-03	7.0234e-02	8.3194e-02	1.5837e-01	-5.4692e-04	9.9230e-06	2.5542e-04	-1.4881e-02	-3.2261e-02	1.7315e-02
-9.0833e-04	9.2581e-04	1.2362e-03	7.2979e-02	9.9368e-02	1.6624e-01	1.4375e-04	1.2422e-04	-8.0840e-05	2.7452e-03	1.6175e-02	7.8710e-03
-2.6149e-04	1.4522e-03	1.3647e-03	6.9917e-02	1.4290e-01	1.3267e-01	6.4684e-04	5.2644e-04	1.2856e-04	-3.0627e-03	4.3535e-02	-3.3570e-02
-8.2554e-05	1.2818e-03	8.6010e-04	5.6262e-02	1.2677e-01	1.4128e-01	1.7893e-04	-1.7040e-04	-5.0461e-04	-1.3655e-02	-1.6133e-02	8.6090e-03
-5.6072e-04	1.0760e-03	8.6010e-04	5.1755e-02	1.1578e-01	1.5847e-01	-4.7817e-04	-2.0587e-04	0.0000e+00	-4.5068e-03	-1.0986e-02	1.7194e-02
-2.5544e-04	1.1231e-03	9.3870e-04	4.5945e-02	1.2947e-01	1.5226e-01	3.0528e-04	4.7130e-05	7.8601e-05	-5.8098e-03	1.3683e-02	-6.2110e-03
1.3473e-04	1.4599e-03	1.2035e-03	2.1531e-02	1.3823e-01	9.1792e-02	3.9017e-04	3.3683e-04	2.6484e-04	-2.4414e-02	8.7590e-03	-6.0467e-02
-1.5625e-04	1.3447e-03	8.7925e-04	1.4044e-02	1.2844e-01	1.0240e-01	-2.9098e-04	-1.1522e-04	-3.2429e-04	-7.4872e-03	-9.7870e-03	1.0606e-02
-2.9616e-04	1.5430e-03	8.1062e-04	1.3590e-02	1.5898e-01	1.0230e-01	-1.3992e-04	1.9824e-04	-6.8623e-05	-4.5340e-04	3.0536e-02	-9.3000e-05
3.8626e-04	1.7249e-03	9.0657e-04	3.1005e-04	1.3853e-01	6.7275e-02	6.8242e-04	1.8191e-04	9.5942e-05	-1.3280e-02	-2.0441e-02	-3.5030e-02
1.0773e-04	1.3541e-03	7.8312e-04	-1.0637e-02	1.1569e-01	9.9888e-02	-2.7853e-04	-3.7080e-04	-1.2345e-04	-1.0947e-02	-2.2842e-02	3.2613e-02
4.3433e-04	1.7600e-03	4.6831e-04	-2.1288e-02	1.4952e-01	8.7438e-02	3.2660e-04	4.0590e-04	-3.1481e-04	-1.0651e-02	3.3827e-02	-1.2451e-02
6.1825e-04	1.4611e-03	7.2809e-04	-1.9874e-02	1.4765e-01	6.6533e-02	1.8392e-04	-2.9884e-04	2.5979e-04	1.4143e-03	-1.8690e-03	-2.0904e-02
2.3657e-04	1.1041e-03	4.6831e-04	-2.6371e-02	1.0970e-01	6.7755e-02	-3.8168e-04	-3.5706e-04	-2.5979e-04	-6.4978e-03	-3.7948e-02	1.2215e-03
2.1795e-04	1.3541e-03	5.3716e-04	-3.1602e-02	1.1370e-01	7.2334e-02	-1.8621e-05	2.5000e-04	6.8851e-05	-5.2306e-03	4.0020e-03	4.5796e-03
2.0708e-04	1.3541e-03	5.2039e-04	-1.1946e-02	1.2560e-01	1.0194e-01	-1.0872e-05	0.0000e+00	-1.6765e-05	1.9656e-02	1.1901e-02	2.9609e-02
8.7676e-04	1.8755e-03	7.3416e-04	-1.2638e-02	1.2563e-01	5.3148e-02	6.6968e-04	5.2148e-04	2.1377e-04	-6.9180e-04	2.3000e-05	-4.8795e-02
5.2685e-04	1.3541e-03	4.9766e-04	-8.8043e-03	1.1564e-01	5.8853e-02	-3.4991e-04	-5.2148e-04	-2.3650e-04	3.8334e-03	-9.9830e-03	5.7051e-03
